Part Type,Part Number,Serial Number,Date,Process,Pass / Fail,Failure Type,Details,,,,,
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,2/18/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/6/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/6/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/6/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/6/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/6/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/6/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/6/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/6/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/6/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/6/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/6/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/6/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/6/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/6/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/6/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/6/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/7/2017,ESS,Fail,Display,,,,AY02Process,AY02Fail,AY02ESSFail
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/9/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/14/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Pass,,,,,AY02Process,AY02Fail,Pass
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Fail,Display,,,,AY02Process,AY02Fail,AY02ESSFail
SubAssembly,AY02-BEA_TSPCU-LCD-GLS,DSP0xxxx,3/15/2017,ESS,Fail,Display,,,,AY02Process,AY02Fail,AY02ESSFail
LRU,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1389-BEA_TCHDSPL-4MEM,BTPA0xxxx,1/16/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
